Price,Area,Location,No. of Bedrooms,Resale,MaintenanceStaff,Gymnasium,SwimmingPool,LandscapedGardens,JoggingTrack,RainWaterHarvesting,IndoorGames,ShoppingMall,Intercom,SportsFacility,ATM,ClubHouse,School,24X7Security,PowerBackup,CarParking,StaffQuarter,Cafeteria,MultipurposeRoom,Hospital,WashingMachine,Gasconnection,AC,Wifi,Children'splayarea,LiftAvailable,BED,VaastuCompliant,Microwave,GolfCourse,TV,DiningTable,Sofa,Wardrobe,Stadium
16500000,1000,Sector 6 Dwarka,2,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
14000000,1800,Sector 4 Dwarka,3,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,
16500000,1850,,3,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
13500000,1850,Sector 19 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
15400000,1800,Sector 7 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,,,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
20900000,2200,Palam,4,1.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
15500000,2200,Sector 19 Dwarka,4,1.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
17800000,1800,Sector 7 Dwarka,3,1.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
22799999,1900,Sector 4 Dwarka,3,1.0,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
18000000,2200,Sector 19 Dwarka,4,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,,9.0,9.0,9,9,9,
20000000,1900,Sector 2 Dwarka,3,1.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
14800000,1900,Sector 10 Dwarka,3,1.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,,9.0,9,9,9,9.0
15400000,1800,Sector 4 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
20000000,1800,Sector 12 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9.0,9.0,9.0,9.0,9,9,9,
17000000,2200,Sector 13 Dwarka,4,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
13500000,1900,Sector 11 Dwarka,4,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
15800000,1800,Palam,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
15500000,1800,Sector 22 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
16000000,1850,Sector 22 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
15500000,1800,Sector 13 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,
13500000,1850,Sector 4 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9,9.0,9,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,,9.0,9.0,9,9,9,9.0
13799999,1950,Sector 5 Dwarka,4,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
14500000,1750,Sector 10 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,,9.0,9.0,9,9,9,9.0
13799999,1800,Sector 10 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,,9.0,9,9,9,
14500000,1750,Sector 10 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9,9.0,9,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,,9,9,9,9.0
20500000,1800,Sector 10 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
12300000,2000,Sector 11 Dwarka,3,1.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,,9.0,9.0,9.0,,9.0,9.0,9.0,9,9,9.0,9.0,9.0,,9,9,9,9.0
10800000,1800,Sector 4 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
14500000,1200,Sector 22 Dwarka,2,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
13799999,1600,Sector 23 Dwarka,3,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
20000000,1850,Sector 23 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
16500000,2300,Sector 13 Dwarka,4,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
15000000,1850,Sector 10 Dwarka,3,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
12500000,1800,Sector 13 Dwarka,3,1.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
14800000,1800,,3,1.0,9.0,,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,,9.0,9,9,9,9.0
15000000,1750,Sector 23 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
15500000,1800,Sector 22 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9,9,9.0,9.0,,9.0,9,9,9,9.0
13000000,1850,Sector 10 Dwarka,3,1.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9,9,9,9.0,9,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
16500000,1800,Sector 6 Dwarka,3,1.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,,9.0,9.0,9.0,9,9,9,9.0
13500000,1850,Sector 9 Dwarka,3,,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
19000000,1750,Sector 7 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,
16200000,1850,Palam,4,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,,9.0,9.0,9.0,9,9,9,9.0
13000000,1800,Sector 5 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,,9.0,,9,9,9.0,9.0,9.0,9.0,9,9,9,
17500000,1800,Sector 6 Dwarka,3,1.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
14500000,1850,Sector 5 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,
10500000,1800,Sector 6 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
15500000,1800,Sector 10 Dwarka,2,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,,9.0,,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
14500000,1800,Sector 12 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
9000000,1800,Sector 9 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,,9.0,,9,9,,9.0,9.0,9.0,9,9,9,9.0
12800000,1200,Sector 22 Dwarka,2,1.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
12000000,1800,Sector 11 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
17000000,1200,Sector 4 Dwarka,2,1.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
13500000,2300,Sector 13 Dwarka,4,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,,9.0,9,9,9,9.0
17300000,1750,Sector 6 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
17000000,2300,Sector-18 Dwarka,3,1.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
13500000,2300,Sector 13 Dwarka,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
22200000,1750,Sector 10 Dwarka,3,1.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
4000000,1300,Press Enclave,3,1.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
3900000,620,Sarita Vihar,1,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
4800000,550,Jasola Vihar Sector 8 Road,1,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
4000000,580,Jasola Vihar Sector 8 Road,1,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,,9.0,9,9,9,9.0
4700000,550,Jasola Vihar Sector 8 Road,1,1.0,,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
4000000,560,Jasola Vihar Sector 8 Road,1,1.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,,9.0,9.0,9,9,9,9.0
4700000,550,Jasola Vihar Sector 8 Road,1,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
3700000,521,Jasola Vihar Sector 8 Road,1,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
4000000,521,Jasola Vihar Sector 8 Road,1,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
4300000,530,Jasola Vihar Sector 8 Road,1,1.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
14000000,570,Sarita Vihar,1,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,
10000000,1400,Jasola,3,1.0,,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,,9,9,9,9.0,9,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9,9,9.0,,9.0,9.0,9,9,9,9.0
55000000,950,Sector 9 Rohini,2,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,9.0,9.0,9.0,9,9,9,9.0,9,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
37500000,3250,Moti Nagar,4,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
18000000,2800,Saket,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,,9.0,9.0,9,9,9,
18000000,1100,Kailash Colony,2,0.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
15000000,1500,,3,1.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,,9.0,,9,9,,9.0,9.0,9.0,9,9,9,9.0
15500000,1600,Sector 19 Dwarka,3,1.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
16500000,1300,Paschim Vihar,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
35000000,1435,Karampura,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
3700000,1801,Civil Lines,3,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
3700000,516,Badarpur,1,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9,9.0,9,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,,9.0,,9,9,9,9.0
3900000,520,Sarita Vihar,1,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9,9,9,9.0,9,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
4700000,516,Badarpur,1,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
4000000,520,Jasola,1,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,,9.0,9,9,9,9.0
4300000,520,Sarita Vihar,1,1.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,,9.0,9.0,9.0,9.0,9.0,,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
2775000,520,Sarita Vihar,1,1.0,9.0,9.0,,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,,9.0,9.0,9.0,9,9,9,9.0
52500000,750,Khanpur Deoli,2,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
4000000,3250,Moti Nagar,4,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9,9,9.0,,9.0,9.0,9,9,9,9.0
3660000,520,Sarita Vihar,1,1.0,9.0,9.0,9.0,,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
320300000,520,Sarita Vihar,1,1.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9,9,9,9.0,9,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
331300000,6815,Greater Kailash,3,0.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,,9,9,9,9.0
254800000,7049,Greater Kailash,5,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
312500000,5422,Greater Kailash,4,0.0,9.0,9.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
258600000,6650,Greater Kailash,4,0.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,,9.0,9.0,9,9,9,9.0
258500000,5503,Greater Kailash,4,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
204400000,5500,Greater Kailash,5,0.0,9.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
323200000,4350,Greater Kailash,4,0.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
352500000,6877,Greater Kailash,3,0.0,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
340900000,7500,Greater Kailash,5,0.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9,9.0,9,,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9,9,9.0,9.0,9.0,9.0,9,9,9,9.0
